ShrubID,Radii,Radius 
184-2-D-BENA,1,4.436
184-2-D-BENA,2,4.266
184-2-D-BENA,3,4.49
184-2-D-BENA,4,5.065
184-2-D-SAPU,1,6.719
184-2-D-SAPU,2,7.995
184-2-D-SAPU,3,7.626
184-2-D-SAPU,4,9.579
184-3-B-BENA,1,
184-3-B-BENA,2,6.854
184-3-B-BENA,3,5.733
184-3-B-BENA,4,6.522
184-3-C-SAPU,1,5.597
184-3-C-SAPU,2,6.064
184-3-C-SAPU,3,6.013
184-3-C-SAPU,4,7.899
184-3-D-BENA,1,3.649
184-3-D-BENA,2,4.107
184-3-D-BENA,3,4.451
184-3-D-BENA,4,3.545
184-3-D-SAPU,1,5.704
184-3-D-SAPU,2,6.321
184-3-D-SAPU,3,7.201
184-3-D-SAPU,4,6.085
184-4-C-SAPU,1,7.324
184-4-C-SAPU,2,7.219
184-4-C-SAPU,3,6.356
184-4-C-SAPU,4,6.607
184-4-D-SAPU,1,4.831
184-4-D-SAPU,2,4.755
184-4-D-SAPU,3,5.245
184-4-D-SAPU,4,4.975
191-1-B-SAPU,1,5.231
191-1-B-SAPU,2,6.075
191-1-B-SAPU,3,5.16
191-1-B-SAPU,4,4.452
191-1-C-BENA,1,3.939
191-1-C-BENA,2,3.138
191-1-C-BENA,3,3.096
191-1-C-BENA,4,3.576
191-1-C-SAPU,1,8.533
191-1-C-SAPU,2,8.183
191-1-C-SAPU,3,8.753
191-1-C-SAPU,4,8.854
191-1-D-BENA,1,4.853
191-1-D-BENA,2,4.642
191-1-D-BENA,3,4.455
191-1-D-BENA,4,4.481
191-2-A-BENA,1,4.027
191-2-A-BENA,2,4.741
191-2-A-BENA,3,4.011
191-2-A-BENA,4,4.273
191-2-A-SAPU,1,5.912
191-2-A-SAPU,2,6.376
191-2-A-SAPU,3,5.408
191-2-A-SAPU,4,5.566
191-2-B-BENA,1,3.538
191-2-B-BENA,2,3.166
191-2-B-BENA,3,3.063
191-2-B-BENA,4,2.941
191-2-B-SAPU,1,5.231
191-2-B-SAPU,2,5.961
191-2-B-SAPU,3,5.876
191-2-B-SAPU,4,5.004
191-3-A-BENA,1,4.22
191-3-A-BENA,2,
191-3-A-BENA,3,4.026
191-3-A-BENA,4,3.479
191-3-A-SAPU,1,8.578
191-3-A-SAPU,2,9.491
191-3-A-SAPU,3,8.783
191-3-A-SAPU,4,7.69
191-3-B-SAPU,1,5.077
191-3-B-SAPU,2,5.308
191-3-B-SAPU,3,6.438
191-3-B-SAPU,4,5.443
191-3-D-BENA,1,4.512
191-3-D-BENA,2,
191-3-D-BENA,3,5.075
191-3-D-BENA,4,5.184
191-4-A-BENA,1,5.012
191-4-A-BENA,2,4.501
191-4-A-BENA,3,5.653
191-4-A-BENA,4,7.635
191-4-A-SAPU,1,7.263
191-4-A-SAPU,2,6.71
191-4-A-SAPU,3,7.53
191-4-A-SAPU,4,7.825
191-4-B-BENA,1,4.559
191-4-B-BENA,2,5.807
191-4-B-BENA,3,4.737
191-4-B-BENA,4,4.174
191-4-D-SAPU,1,6.646
191-4-D-SAPU,2,5.502
191-4-D-SAPU,3,5.633
191-4-D-SAPU,4,6.095
203-1-A-BENA,1,3.852
203-1-A-BENA,2,4.284
203-1-A-BENA,3,4.135
203-1-A-BENA,4,4.036
203-1-C-SAPU,1,5.411
203-1-C-SAPU,2,5.763
203-1-C-SAPU,3,5.799
203-1-C-SAPU,4,5.25
203-1-D-BENA,1,6.313
203-1-D-BENA,2,5.427
203-1-D-BENA,3,5.322
203-1-D-BENA,4,5.912
203-1-D-SAPU,1,5.031
203-1-D-SAPU,2,5.326
203-1-D-SAPU,3,5.315
203-1-D-SAPU,4,4.68
203-2-A-SAPU,1,5.033
203-2-A-SAPU,2,7.383
203-2-A-SAPU,3,6.018
203-2-A-SAPU,4,4.312
203-2-B-BENA,1,4.886
203-2-B-BENA,2,6.271
203-2-B-BENA,3,6.373
203-2-B-BENA,4,6.309
203-2-B-SAPU,1,9.213
203-2-B-SAPU,2,7.549
203-2-B-SAPU,3,8.611
203-2-B-SAPU,4,8.913
203-2-C-BENA,1,6.339
203-2-C-BENA,2,6.623
203-2-C-BENA,3,6.071
203-2-C-BENA,4,5.753
203-3-B-BENA,1,4.833
203-3-B-BENA,2,5.024
203-3-B-BENA,3,4.317
203-3-B-BENA,4,4.063
203-3-B-SAPU,1,2.421
203-3-B-SAPU,2,2.709
203-3-B-SAPU,3,2.686
203-3-B-SAPU,4,3.32
203-3-D-BENA,1,4.453
203-3-D-BENA,2,4.654
203-3-D-BENA,3,4.916
203-3-D-BENA,4,4.087
203-3-D-SAPU,1,6.439
203-3-D-SAPU,2,6.836
203-3-D-SAPU,3,8.042
203-3-D-SAPU,4,6.642
203-4-A-BENA,1,3.86
203-4-A-BENA,2,3.99
203-4-A-BENA,3,4.597
203-4-A-BENA,4,4.11
203-4-B-BENA,1,4.969
203-4-B-BENA,2,5.304
203-4-B-BENA,3,3.773
203-4-B-BENA,4,4.934
203-4-B-SAPU,1,6.008
203-4-B-SAPU,2,6.413
203-4-B-SAPU,3,5.93
203-4-B-SAPU,4,3.415
203-4-C-SAPU,1,3.795
203-4-C-SAPU,2,3.608
203-4-C-SAPU,3,3.117
203-4-C-SAPU,4,2.767
209-1-C-BENA,2,
209-1-C-BENA,2,4.845
209-1-C-BENA,3,4.616
209-1-C-BENA,4,5.324
209-1-C-SAPU,1,6.655
209-1-C-SAPU,2,6.355
209-1-C-SAPU,3,4.116
209-1-C-SAPU,4,4.81
209-1-D-BENA,1,3.931
209-1-D-BENA,2,3.743
209-1-D-BENA,3,3.323
209-1-D-BENA,4,3.438
209-1-D-SAPU,1,4.845
209-1-D-SAPU,2,4.355
209-1-D-SAPU,3,4.217
209-1-D-SAPU,4,5.386
209-2-A-SAPU,1,1.804
209-2-A-SAPU,2,1.75
209-2-A-SAPU,3,2.134
209-2-A-SAPU,4,1.925
209-2-B-BENA,1,5.065
209-2-B-BENA,2,8.132
209-2-B-BENA,3,5.404
209-2-B-BENA,4,5.781
209-2-D-BENA,1,3.671
209-2-D-BENA,2,2.976
209-2-D-BENA,3,3.129
209-2-D-BENA,4,3.368
209-2-D-SAPU,1,2.755
209-2-D-SAPU,2,2.885
209-2-D-SAPU,3,3.38
209-2-D-SAPU,4,2.789
209-3-A-BENA,1,3.461
209-3-A-BENA,2,3.915
209-3-A-BENA,3,6.227
209-3-A-BENA,4,4.846
209-3-A-SAPU,1,4.172
209-3-A-SAPU,2,4.716
209-3-A-SAPU,3,4.586
209-3-A-SAPU,4,3.845
209-3-B-SAPU,1,2.806
209-3-B-SAPU,2,3.146
209-3-B-SAPU,3,3.09
209-3-B-SAPU,4,2.546
209-3-D-BENA,1,4.309
209-3-D-BENA,2,3.718
209-3-D-BENA,3,4.482
209-3-D-BENA,4,4.977
209-4-A-SAPU,1,2.211
209-4-A-SAPU,2,2.375
209-4-A-SAPU,3,2.914
209-4-A-SAPU,4,2.73
209-4-B-SAPU,1,3.268
209-4-B-SAPU,2,3.996
209-4-B-SAPU,3,4.24
209-4-B-SAPU,4,3.962
209-4-C-BENA,1,2.895
209-4-C-BENA,2,3.679
209-4-C-BENA,3,4.396
209-4-C-BENA,4,4.271
209-4-D-BENA,1,3.758
209-4-D-BENA,2,
209-4-D-BENA,3,3.057
209-4-D-BENA,4,3.891
222-1-A-SAGL,1,5.632
222-1-A-SAGL,2,5.144
222-1-A-SAGL,3,4.236
222-1-A-SAGL,4,4.487
222-1-B-BENA,2,5.641
222-1-B-BENA,3,8.384
222-1-B-BENA,4,8.435
222-1-B-BENA,1,6.213
222-1-C-SAGL,1,5.142
222-1-C-SAGL,2,6.204
222-1-C-SAGL,3,5.746
222-1-C-SAGL,4,4.384
222-1-D-BENA,1,3.817
222-1-D-BENA,2,3.248
222-1-D-BENA,3,4.23
222-1-D-BENA,4,4.623
222-2-A-BENA,1,5.542
222-2-A-BENA,2,6.009
222-2-A-BENA,3,3.784
222-2-A-BENA,4,4.551
222-2-B-SAGL,1,8.155
222-2-B-SAGL,2,6.564
222-2-B-SAGL,3,6.976
222-2-B-SAGL,4,7.109
222-2-C-SAGL,1,4.602
222-2-C-SAGL,2,6.192
222-2-C-SAGL,3,4.884
222-2-C-SAGL,4,4.542
222-2-D-BENA,1,4.361
222-2-D-BENA,2,3.844
222-2-D-BENA,3,3.607
222-2-D-BENA,4,3.637
222-3-A-BENA,1,7.059
222-3-A-BENA,2,6.701
222-3-A-BENA,3,6.886
222-3-A-BENA,4,6.698
222-3-B-BENA,1,3.079
222-3-B-BENA,2,2.883
222-3-B-BENA,3,2.735
222-3-B-BENA,4,3.368
222-3-B-SAGL,1,4.901
222-3-B-SAGL,2,6.228
222-3-B-SAGL,3,5.174
222-3-B-SAGL,4,3.706
222-3-D-SAGL,1,4.615
222-3-D-SAGL,2,4.625
222-3-D-SAGL,3,4.42
222-3-D-SAGL,4,3.945
222-4-A-SAGL,1,4.611
222-4-A-SAGL,2,5.783
222-4-A-SAGL,3,4.148
222-4-A-SAGL,4,4.437
222-4-C-BENA,1,3.833
222-4-C-BENA,2,3.971
222-4-C-BENA,3,4.1
222-4-C-BENA,4,3.836
222-4-C-SAGL,1,4.19
222-4-C-SAGL,2,4.532
222-4-C-SAGL,3,3.844
222-4-C-SAGL,4,5.54
222-4-D-BENA,1,4.05
222-4-D-BENA,2,3.262
222-4-D-BENA,3,3.993
222-4-D-BENA,4,3.943
235-1-A-BENA,1,4.911
235-1-A-BENA,2,4.454
235-1-A-BENA,3,3.997
235-1-A-BENA,4,3.928
235-1-B-BENA,1,3.783
235-1-B-BENA,2,3.953
235-1-B-BENA,3,4.787
235-1-B-BENA,4,3.946
235-1-C-SAPU,1,5.425
235-1-C-SAPU,2,4.479
235-1-C-SAPU,3,5.022
235-1-C-SAPU,4,5.598
235-1-D-SAPU,1,3.657
235-1-D-SAPU,2,4.672
235-1-D-SAPU,3,4.094
235-1-D-SAPU,4,3.901
235-2-A-BENA,1,3.708
235-2-A-BENA,2,3.856
235-2-A-BENA,3,3.763
235-2-A-BENA,4,4.534
235-2-B-BENA,1,2.781
235-2-B-BENA,2,3.375
235-2-B-BENA,3,3.171
235-2-B-BENA,4,3.107
235-2-B-SAPU,1,2.845
235-2-B-SAPU,2,3.299
235-2-B-SAPU,3,3.695
235-2-B-SAPU,4,3.202
235-2-C-BENA,1,3.102
235-2-C-BENA,2,2.745
235-2-C-BENA,3,2.96
235-2-C-BENA,4,3.271
235-2-C-SAPU,1,3.863
235-2-C-SAPU,2,4.501
235-2-C-SAPU,3,3.928
235-2-C-SAPU,4,3.711
235-3-B-BENA,1,4.904
235-3-B-BENA,2,4.709
235-3-B-BENA,3,3.715
235-3-B-BENA,4,3.506
235-3-B-SAPU,1,4.756
235-3-B-SAPU,2,5.814
235-3-B-SAPU,3,5.279
235-3-B-SAPU,4,4.027
235-3-C-BENA,1,2.832
235-3-C-BENA,2,3.153
235-3-C-BENA,3,3.571
235-3-C-BENA,4,3.295
235-3-D-SAPU,1,6.02
235-3-D-SAPU,2,5.141
235-3-D-SAPU,3,5.437
235-3-D-SAPU,4,6.228
235-4-A-BENA,1,3.987
235-4-A-BENA,2,4.082
235-4-A-BENA,3,4.349
235-4-A-BENA,4,4.36
235-4-A-SAPU,1,2.978
235-4-A-SAPU,2,3.078
235-4-A-SAPU,3,3.325
235-4-A-SAPU,4,3.596
235-4-C-BENA,1,4.555
235-4-C-BENA,2,4.33
235-4-C-BENA,3,4.176
235-4-C-BENA,4,4.743
235-4-C-SAPU,1,3.799
235-4-C-SAPU,2,3.314
235-4-C-SAPU,3,3.358
235-4-C-SAPU,4,3.41
240-1-B-SAPU,1,4.637
240-1-B-SAPU,2,4.83
240-1-B-SAPU,3,4.717
240-1-B-SAPU,4,3.492
240-1-C-BENA,1,3.958
240-1-C-BENA,2,3.688
240-1-C-BENA,3,3.399
240-1-C-BENA,4,4.033
240-1-D-BENA,1,3.677
240-1-D-BENA,2,3.165
240-1-D-BENA,3,2.823
240-1-D-BENA,4,2.813
240-1-D-SAPU,1,7.865
240-1-D-SAPU,2,6.993
240-1-D-SAPU,3,7.215
240-1-D-SAPU,4,7.5
240-2-A-BENA,1,4.102
240-2-A-BENA,2,4.292
240-2-A-BENA,3,3.651
240-2-A-BENA,4,3.823
240-2-A-SAPU,1,6.084
240-2-A-SAPU,2,5.549
240-2-A-SAPU,3,7.104
240-2-A-SAPU,4,6.822
240-2-C-SAPU,1,5.077
240-2-C-SAPU,2,4.821
240-2-C-SAPU,3,4.143
240-2-C-SAPU,4,4.814
240-2-D-BENA,1,3.482
240-2-D-BENA,2,3.482
240-2-D-BENA,3,3.165
240-2-D-BENA,4,3.292
240-3-A-BENA,1,3.429
240-3-A-BENA,2,3.966
240-3-A-BENA,3,3.489
240-3-A-BENA,4,3.733
240-3-B-SAPU,1,9.741
240-3-B-SAPU,2,12.07
240-3-B-SAPU,3,10.672
240-3-B-SAPU,4,8.936
240-3-D-BENA,1,4.592
240-3-D-BENA,2,4.555
240-3-D-BENA,3,5.559
240-3-D-BENA,4,5.043
240-3-D-SAPU,1,16.703
240-3-D-SAPU,2,18.598
240-3-D-SAPU,3,16.64
240-3-D-SAPU,4,16.035
240-4-B-BENA,1,7.876
240-4-B-BENA,2,5.641
240-4-B-BENA,3,5.889
240-4-B-BENA,4,7.202
240-4-B-SAPU,1,7.618
240-4-B-SAPU,2,8.031
240-4-B-SAPU,3,7.602
240-4-B-SAPU,4,7.609
240-4-D-BENA,1,4.529
240-4-D-BENA,2,4.054
240-4-D-BENA,3,4.583
240-4-D-BENA,4,5.804
240-4-D-SAPU,1,8.133
240-4-D-SAPU,2,6.034
240-4-D-SAPU,3,
240-4-D-SAPU,4,7.008
255-1-A-BENA,1,5.249
255-1-A-BENA,2,6.161
255-1-A-BENA,3,6.02
255-1-A-BENA,4,5.507
255-1-B-BENA,1,2.792
255-1-B-BENA,2,2.573
255-1-B-BENA,3,2.538
255-1-B-BENA,4,2.905
255-1-C-SAGL,1,6.29
255-1-C-SAGL,2,6.729
255-1-C-SAGL,3,5.411
255-1-C-SAGL,4,7.019
255-1-D-SAGL,1,3.139
255-1-D-SAGL,2,4.041
255-1-D-SAGL,3,4.115
255-1-D-SAGL,4,3.635
255-2-A-SAPU,1,5.649
255-2-A-SAPU,2,4.775
255-2-A-SAPU,3,2.929
255-2-A-SAPU,4,3.821
255-2-C-BENA,1,2.918
255-2-C-BENA,2,2.783
255-2-C-BENA,3,3.049
255-2-C-BENA,4,2.97
255-2-D-BENA,1,4.04
255-2-D-BENA,2,4.667
255-2-D-BENA,3,3.911
255-2-D-BENA,4,4.218
255-2-D-SAPU,1,4.719
255-2-D-SAPU,2,4.971
255-2-D-SAPU,3,4.917
255-2-D-SAPU,4,5.226
255-3-A-BENA,1,3.341
255-3-A-BENA,2,3.636
255-3-A-BENA,3,2.849
255-3-A-BENA,4,2.782
255-3-A-SAPU,1,3.222
255-3-A-SAPU,2,3.323
255-3-A-SAPU,3,3.411
255-3-A-SAPU,4,3.365
255-3-C-SAPU,1,3.989
255-3-C-SAPU,2,4.066
255-3-C-SAPU,3,4.617
255-3-C-SAPU,4,4.377
255-3-D-BENA,1,3.268
255-3-D-BENA,2,2.973
255-3-D-BENA,3,3.637
255-3-D-BENA,4,3.137
255-4-A-SAPU,1,4.457
255-4-A-SAPU,2,5.761
255-4-A-SAPU,3,4.429
255-4-A-SAPU,4,4.93
255-4-B-BENA,1,5.403
255-4-B-BENA,2,3.718
255-4-B-BENA,3,4.047
255-4-B-BENA,4,4.857
255-4-D-BENA,1,1.986
255-4-D-BENA,2,1.922
255-4-D-BENA,3,2.46
255-4-D-BENA,4,2.517
255-4-D-SAPU,1,3.612
255-4-D-SAPU,2,3.514
255-4-D-SAPU,3,3.722
255-4-D-SAPU,4,3.876
261-1-B-SAPU,1,3.749
261-1-B-SAPU,2,3.254
261-1-B-SAPU,3,3.82
261-1-B-SAPU,4,4.087
261-1-C-BENA,1,3.479
261-1-C-BENA,2,2.816
261-1-C-BENA,3,2.874
261-1-C-BENA,4,
261-1-C-SAPU,1,5.371
261-1-C-SAPU,2,5.592
261-1-C-SAPU,3,5.976
261-1-C-SAPU,4,5.152
261-1-D-BENA,1,3.253
261-1-D-BENA,2,3.647
261-1-D-BENA,3,3.574
261-1-D-BENA,4,3.465
261-2-B-BENA,1,4.132
261-2-B-BENA,2,4.966
261-2-B-BENA,3,5.332
261-2-B-BENA,4,4.557
261-2-C-BENA,1,3.717
261-2-C-BENA,2,3.581
261-2-C-BENA,3,3.917
261-2-C-BENA,4,3.722
261-2-C-SAPU,1,13.05
261-2-C-SAPU,2,8.533
261-2-C-SAPU,3,6.568
261-2-C-SAPU,4,9.721
261-2-D-SAPU,1,10.392
261-2-D-SAPU,2,12.392
261-2-D-SAPU,3,
261-2-D-SAPU,4,11.235
261-3-A-BENA,1,4.578
261-3-A-BENA,2,4.129
261-3-A-BENA,3,3.927
261-3-A-BENA,4,4.187
261-3-A-SAPU,1,2.71
261-3-A-SAPU,2,2.239
261-3-A-SAPU,3,2.628
261-3-A-SAPU,4,3.16
261-3-D-BENA,1,5.342
261-3-D-BENA,2,5.421
261-3-D-BENA,3,6.463
261-3-D-BENA,4,
261-3-D-SAPU,1,2.7
261-3-D-SAPU,2,2.764
261-3-D-SAPU,3,2.4
261-3-D-SAPU,4,2.43
261-4-A-BENA,1,5.304
261-4-A-BENA,2,4.632
261-4-A-BENA,3,3.373
261-4-A-BENA,4,5.054
261-4-A-SAPU,1,2.953
261-4-A-SAPU,2,3.413
261-4-A-SAPU,3,3.319
261-4-A-SAPU,4,3.43
261-4-B-BENA,1,6.04
261-4-B-BENA,2,3.849
261-4-B-BENA,3,2.908
261-4-B-BENA,4,4.356
261-4-B-SAPU,1,4.777
261-4-B-SAPU,2,4.403
261-4-B-SAPU,3,2.915
261-4-B-SAPU,4,2.956
268-1-B-BENA,1,1.905
268-1-B-BENA,2,2.079
268-1-B-BENA,3,2.288
268-1-B-BENA,4,2.134
268-1-C-BENA,1,2.248
268-1-C-BENA,2,2.281
268-1-C-BENA,3,2.796
268-1-C-BENA,4,2.322
268-1-C-SAPU,1,5.226
268-1-C-SAPU,2,4.925
268-1-C-SAPU,3,4.812
268-1-C-SAPU,4,5.731
268-1-D-SAPU,1,4.545
268-1-D-SAPU,2,6.601
268-1-D-SAPU,3,
268-1-D-SAPU,4,3.977
268-2-A-BENA,1,3.433
268-2-A-BENA,2,3.026
268-2-A-BENA,3,3.692
268-2-A-BENA,4,4.556
268-2-A-SAPU,1,4.342
268-2-A-SAPU,2,4.198
268-2-A-SAPU,3,3.469
268-2-A-SAPU,4,4.249
268-2-B-SAPU,1,3.175
268-2-B-SAPU,2,4.005
268-2-B-SAPU,3,3.136
268-2-B-SAPU,4,3.018
268-3-B-SAPU,1,5.753
268-3-B-SAPU,2,5.799
268-3-B-SAPU,3,5.794
268-3-B-SAPU,4,5.934
268-3-C-BENA,1,2.127
268-3-C-BENA,2,2.594
268-3-C-BENA,3,2.446
268-3-C-BENA,4,2.026
268-3-D-SAPU,1,3.505
268-3-D-SAPU,2,3.701
268-3-D-SAPU,3,4.683
268-3-D-SAPU,4,4.215
268-4-C-BENA,1,3.394
268-4-C-BENA,2,3.127
268-4-C-BENA,3,3.377
268-4-C-BENA,4,2.638
268-4-C-SAPU,1,5.759
268-4-C-SAPU,2,6.112
268-4-C-SAPU,3,5.549
268-4-C-SAPU,4,6.433
268-4-D-BENA,1,2.734
268-4-D-BENA,2,2.607
268-4-D-BENA,3,2.673
268-4-D-BENA,4,2.862
268-4-D-SAPU,1,4.794
268-4-D-SAPU,2,5.522
268-4-D-SAPU,3,5.75
268-4-D-SAPU,4,5.225
282-1-B-BENA,1,3.036
282-1-B-BENA,2,
282-1-B-BENA,3,3.382
282-1-B-BENA,4,3.397
282-1-C-SAPU,1,2.836
282-1-C-SAPU,2,2.452
282-1-C-SAPU,3,2.396
282-1-C-SAPU,4,3.118
282-1-D-BENA,1,4.128
282-1-D-BENA,2,4.214
282-1-D-BENA,3,4.1
282-1-D-BENA,4,3.576
282-1-D-SAPU,1,3.066
282-1-D-SAPU,2,
282-1-D-SAPU,3,3.756
282-1-D-SAPU,4,3.376
282-2-A-BENA,1,2.562
282-2-A-BENA,2,2.268
282-2-A-BENA,3,2.076
282-2-A-BENA,4,2.016
282-2-B-BENA,1,2.14
282-2-B-BENA,2,2.133
282-2-B-BENA,3,2.087
282-2-B-BENA,4,1.817
282-2-B-SAPU,1,3.815
282-2-B-SAPU,2,2.767
282-2-B-SAPU,3,3.386
282-2-B-SAPU,4,3.655
282-2-D-SAPU,1,2.006
282-2-D-SAPU,2,2.128
282-2-D-SAPU,3,2.383
282-2-D-SAPU,4,2.334
282-3-A-SAPU,1,2.612
282-3-A-SAPU,2,2.414
282-3-A-SAPU,3,3.3
282-3-A-SAPU,4,3.073
282-3-B-BENA,1,2.429
282-3-B-BENA,2,2.357
282-3-B-BENA,3,2.6
282-3-B-BENA,4,2.353
282-3-D-BENA,1,3.987
282-3-D-BENA,2,4.991
282-3-D-BENA,3,5.155
282-3-D-BENA,4,3.602
282-3-D-SAPU,1,3.761
282-3-D-SAPU,2,
282-3-D-SAPU,3,3.663
282-3-D-SAPU,4,3.397
282-4-A-BENA,1,3.129
282-4-A-BENA,2,3.056
282-4-A-BENA,3,2.78
282-4-A-BENA,4,2.181
282-4-C-BENA,1,2.682
282-4-C-BENA,2,2.223
282-4-C-BENA,3,2.384
282-4-C-BENA,4,2.387
282-4-C-SAPU,1,3.884
282-4-C-SAPU,2,2.016
282-4-C-SAPU,3,3.747
282-4-C-SAPU,4,5.056
282-4-D-SAPU,1,5.363
282-4-D-SAPU,2,5.722
282-4-D-SAPU,3,5.615
282-4-D-SAPU,4,5.744