Shrub ID,Pith
184-2-D-BENA,0.131
184-2-D-BENA,0.067
184-2-D-BENA,0.176
184-2-D-SAPU,0.233
184-2-D-SAPU,0.223
184-2-D-SAPU,0.267
184-2-D-SAPU,0.217
184-3-B-BENA,
184-3-B-BENA,0.111
184-3-B-BENA,0.192
184-3-B-BENA,0.101
184-3-C-SAPU,0.387
184-3-C-SAPU,0.475
184-3-C-SAPU,0.429
184-3-C-SAPU,0.555
184-3-D-BENA,0.089
184-3-D-BENA,0.115
184-3-D-BENA,0.055
184-3-D-BENA,0.057
184-3-D-SAPU,0.264
184-3-D-SAPU,0.359
184-3-D-SAPU,0.289
184-3-D-SAPU,0.284
184-4-C-SAPU,0.313
184-4-C-SAPU,0.398
184-4-C-SAPU,0.376
184-4-C-SAPU,0.348
184-4-D-SAPU,0.291
184-4-D-SAPU,0.302
184-4-D-SAPU,0.326
184-4-D-SAPU,0.289
191-1-B-SAPU,0.324
191-1-B-SAPU,0.389
191-1-B-SAPU,0.372
191-1-B-SAPU,0.367
191-1-C-BENA,0.116
191-1-C-BENA,0.116
191-1-C-BENA,0.123
191-1-C-BENA,0.204
191-1-C-SAPU,0.437
191-1-C-SAPU,0.463
191-1-C-SAPU,0.488
191-1-C-SAPU,0.394
191-1-D-BENA,0.097
191-1-D-BENA,0.097
191-1-D-BENA,0.102
191-1-D-BENA,0.136
191-2-A-BENA,0.081
191-2-A-BENA,0.098
191-2-A-BENA,0.102
191-2-A-BENA,0.106
191-2-A-SAPU,0.355
191-2-A-SAPU,0.464
191-2-A-SAPU,0.434
191-2-A-SAPU,0.44
191-2-B-BENA,0.172
191-2-B-BENA,0.105
191-2-B-BENA,0.168
191-2-B-BENA,0.123
191-2-B-SAPU,0.449
191-2-B-SAPU,0.594
191-2-B-SAPU,0.41
191-2-B-SAPU,0.547
191-3-A-BENA,0.134
191-3-A-BENA,
191-3-A-BENA,0.126
191-3-A-BENA,0.118
191-3-A-SAPU,0.342
191-3-A-SAPU,0.352
191-3-A-SAPU,0.343
191-3-A-SAPU,0.344
191-3-B-SAPU,0.564
191-3-B-SAPU,0.589
191-3-B-SAPU,0.619
191-3-B-SAPU,0.51
191-3-D-BENA,0.048
191-3-D-BENA,0.069
191-3-D-BENA,0.051
191-3-D-BENA,0.091
191-4-A-BENA,0.206
191-4-A-BENA,0.129
191-4-A-BENA,0.253
191-4-A-BENA,0.294
191-4-A-SAPU,0.279
191-4-A-SAPU,0.267
191-4-A-SAPU,0.319
191-4-A-SAPU,0.261
191-4-B-BENA,0.099
191-4-B-BENA,0.13
191-4-B-BENA,0.158
191-4-B-BENA,0.138
191-4-D-SAPU,0.259
191-4-D-SAPU,0.242
191-4-D-SAPU,0.315
191-4-D-SAPU,0.255
203-1-A-BENA,0.085
203-1-A-BENA,0.091
203-1-A-BENA,0.106
203-1-A-BENA,0.109
203-1-C-SAPU,0.141
203-1-C-SAPU,0.136
203-1-C-SAPU,0.159
203-1-C-SAPU,0.1
203-1-D-BENA,0.106
203-1-D-BENA,0.122
203-1-D-BENA,0.122
203-1-D-BENA,0.141
203-1-D-SAPU,0.228
203-1-D-SAPU,0.257
203-1-D-SAPU,0.271
203-1-D-SAPU,0.22
203-2-A-SAPU,0.191
203-2-A-SAPU,0.185
203-2-A-SAPU,0.194
203-2-A-SAPU,0.185
203-2-B-BENA,0.201
203-2-B-BENA,0.137
203-2-B-BENA,0.129
203-2-B-BENA,0.137
203-2-B-SAPU,0.242
203-2-B-SAPU,0.186
203-2-B-SAPU,0.263
203-2-B-SAPU,0.242
203-2-C-BENA,0.323
203-2-C-BENA,0.178
203-2-C-BENA,0.211
203-2-C-BENA,0.138
203-3-B-BENA,0.15
203-3-B-BENA,0.16
203-3-B-BENA,0.116
203-3-B-BENA,0.31
203-3-B-SAPU,0.275
203-3-B-SAPU,0.46
203-3-B-SAPU,0.316
203-3-B-SAPU,0.409
203-3-D-BENA,0.06
203-3-D-BENA,0.107
203-3-D-BENA,0.088
203-3-D-BENA,0.111
203-3-D-SAPU,0.6
203-3-D-SAPU,0.633
203-3-D-SAPU,0.676
203-3-D-SAPU,0.637
203-4-A-BENA,0.083
203-4-A-BENA,0.143
203-4-A-BENA,0.152
203-4-A-BENA,0.157
203-4-B-BENA,0.099
203-4-B-BENA,0.1
203-4-B-BENA,0.118
203-4-B-BENA,0.166
203-4-B-SAPU,0.418
203-4-B-SAPU,0.302
203-4-B-SAPU,0.415
203-4-B-SAPU,0.251
203-4-C-SAPU,0.155
203-4-C-SAPU,0.179
203-4-C-SAPU,0.197
203-4-C-SAPU,0.183
209-1-C-BENA,
209-1-C-BENA,0.12
209-1-C-BENA,0.087
209-1-C-BENA,0.104
209-1-C-SAPU,0.298
209-1-C-SAPU,0.303
209-1-C-SAPU,0.263
209-1-C-SAPU,0.286
209-1-D-BENA,0.144
209-1-D-BENA,0.114
209-1-D-BENA,0.178
209-1-D-BENA,0.114
209-1-D-SAPU,0.151
209-1-D-SAPU,0.122
209-1-D-SAPU,0.145
209-1-D-SAPU,0.128
209-2-A-SAPU,0.412
209-2-A-SAPU,0.338
209-2-A-SAPU,0.345
209-2-A-SAPU,0.448
209-2-B-BENA,0.115
209-2-B-BENA,0.115
209-2-B-BENA,0.109
209-2-B-BENA,0.075
209-2-D-BENA,0.083
209-2-D-BENA,0.103
209-2-D-BENA,0.122
209-2-D-BENA,0.106
209-2-D-SAPU,0.194
209-2-D-SAPU,0.158
209-2-D-SAPU,0.188
209-2-D-SAPU,0.146
209-3-A-BENA,0.1
209-3-A-BENA,0.124
209-3-A-BENA,0.121
209-3-A-BENA,0.117
209-3-A-SAPU,0.288
209-3-A-SAPU,0.303
209-3-A-SAPU,0.313
209-3-A-SAPU,0.244
209-3-B-SAPU,0.116
209-3-B-SAPU,0.138
209-3-B-SAPU,0.11
209-3-B-SAPU,0.095
209-3-D-BENA,0.129
209-3-D-BENA,0.093
209-3-D-BENA,0.098
209-3-D-BENA,0.129
209-4-A-SAPU,0.135
209-4-A-SAPU,0.172
209-4-A-SAPU,0.161
209-4-A-SAPU,0.142
209-4-B-SAPU,0.401
209-4-B-SAPU,0.461
209-4-B-SAPU,0.452
209-4-B-SAPU,0.422
209-4-C-BENA,0.181
209-4-C-BENA,0.121
209-4-C-BENA,0.164
209-4-C-BENA,0.108
209-4-D-BENA,0.081
209-4-D-BENA,
209-4-D-BENA,0.11
209-4-D-BENA,0.124
222-1-A-SAGL,0.334
222-1-A-SAGL,0.362
222-1-A-SAGL,0.313
222-1-A-SAGL,0.264
222-1-B-BENA,0.138
222-1-B-BENA,0.109
222-1-B-BENA,0.138
222-1-B-BENA,0.152
222-1-C-SAGL,0.493
222-1-C-SAGL,0.548
222-1-C-SAGL,0.499
222-1-C-SAGL,0.523
222-1-D-BENA,0.128
222-1-D-BENA,0.084
222-1-D-BENA,0.172
222-1-D-BENA,0.075
222-2-A-BENA,0.108
222-2-A-BENA,0.121
222-2-A-BENA,0.081
222-2-A-BENA,0.101
222-2-B-SAGL,0.585
222-2-B-SAGL,0.725
222-2-B-SAGL,0.646
222-2-B-SAGL,0.614
222-2-C-SAGL,0.231
222-2-C-SAGL,0.251
222-2-C-SAGL,0.285
222-2-C-SAGL,0.278
222-2-D-BENA,0.161
222-2-D-BENA,0.148
222-2-D-BENA,0.135
222-2-D-BENA,0.139
222-3-A-BENA,0.069
222-3-A-BENA,0.122
222-3-A-BENA,0.069
222-3-A-BENA,0.074
222-3-B-BENA,0.132
222-3-B-BENA,0.147
222-3-B-BENA,0.145
222-3-B-BENA,0.141
222-3-B-SAGL,0.191
222-3-B-SAGL,0.239
222-3-B-SAGL,0.231
222-3-B-SAGL,0.223
222-3-D-SAGL,0.376
222-3-D-SAGL,0.395
222-3-D-SAGL,0.39
222-3-D-SAGL,0.376
222-4-A-SAGL,0.198
222-4-A-SAGL,0.217
222-4-A-SAGL,0.211
222-4-A-SAGL,0.147
222-4-C-BENA,0.082
222-4-C-BENA,0.095
222-4-C-BENA,0.095
222-4-C-BENA,0.103
222-4-C-SAGL,0.285
222-4-C-SAGL,0.519
222-4-C-SAGL,0.521
222-4-C-SAGL,0.345
222-4-D-BENA,0.178
222-4-D-BENA,0.074
222-4-D-BENA,0.13
222-4-D-BENA,0.056
235-1-A-BENA,0.136
235-1-A-BENA,0.163
235-1-A-BENA,0.122
235-1-A-BENA,0.181
235-1-B-BENA,0.102
235-1-B-BENA,0.081
235-1-B-BENA,0.106
235-1-B-BENA,0.072
235-1-C-SAPU,0.242
235-1-C-SAPU,0.301
235-1-C-SAPU,0.263
235-1-C-SAPU,0.258
235-1-D-SAPU,0.371
235-1-D-SAPU,0.35
235-1-D-SAPU,0.341
235-1-D-SAPU,0.387
235-2-A-BENA,0.125
235-2-A-BENA,0.161
235-2-A-BENA,0.182
235-2-A-BENA,0.19
235-2-B-BENA,0.089
235-2-B-BENA,0.142
235-2-B-BENA,0.073
235-2-B-BENA,0.067
235-2-B-SAPU,0.203
235-2-B-SAPU,0.198
235-2-B-SAPU,0.221
235-2-B-SAPU,0.236
235-2-C-BENA,0.105
235-2-C-BENA,0.078
235-2-C-BENA,0.095
235-2-C-BENA,0.064
235-2-C-SAPU,0.228
235-2-C-SAPU,0.25
235-2-C-SAPU,0.289
235-2-C-SAPU,0.244
235-3-B-BENA,0.243
235-3-B-BENA,0.139
235-3-B-BENA,0.163
235-3-B-BENA,0.119
235-3-B-SAPU,0.25
235-3-B-SAPU,0.288
235-3-B-SAPU,0.206
235-3-B-SAPU,0.267
235-3-C-BENA,0.179
235-3-C-BENA,0.239
235-3-C-BENA,0.197
235-3-C-BENA,0.152
235-3-D-SAPU,0.274
235-3-D-SAPU,0.241
235-3-D-SAPU,0.332
235-3-D-SAPU,0.307
235-4-A-BENA,0.147
235-4-A-BENA,0.203
235-4-A-BENA,0.12
235-4-A-BENA,0.175
235-4-A-SAPU,0.268
235-4-A-SAPU,0.332
235-4-A-SAPU,0.314
235-4-A-SAPU,0.373
235-4-C-BENA,0.145
235-4-C-BENA,0.145
235-4-C-BENA,0.155
235-4-C-BENA,0.141
235-4-C-SAPU,0.231
235-4-C-SAPU,0.172
235-4-C-SAPU,0.223
235-4-C-SAPU,0.172
240-1-B-SAPU,0.28
240-1-B-SAPU,0.26
240-1-B-SAPU,0.321
240-1-B-SAPU,0.26
240-1-C-BENA,0.147
240-1-C-BENA,0.1
240-1-C-BENA,0.128
240-1-C-BENA,0.118
240-1-D-BENA,0.105
240-1-D-BENA,0.129
240-1-D-BENA,0.215
240-1-D-BENA,0.143
240-1-D-SAPU,0.172
240-1-D-SAPU,0.243
240-1-D-SAPU,0.235
240-1-D-SAPU,0.172
240-2-A-BENA,0.167
240-2-A-BENA,0.212
240-2-A-BENA,0.122
240-2-A-BENA,0.173
240-2-A-SAPU,0.161
240-2-A-SAPU,0.143
240-2-A-SAPU,0.174
240-2-A-SAPU,0.161
240-2-C-SAPU,0.204
240-2-C-SAPU,0.277
240-2-C-SAPU,0.211
240-2-C-SAPU,0.25
240-2-D-BENA,0.116
240-2-D-BENA,0.174
240-2-D-BENA,0.097
240-2-D-BENA,0.15
240-3-A-BENA,0.147
240-3-A-BENA,0.106
240-3-A-BENA,0.106
240-3-A-BENA,0.107
240-3-B-SAPU,0.374
240-3-B-SAPU,0.361
240-3-B-SAPU,0.374
240-3-B-SAPU,0.361
240-3-D-BENA,0.23
240-3-D-BENA,0.091
240-3-D-BENA,0.15
240-3-D-BENA,0.128
240-3-D-SAPU,0.542
240-3-D-SAPU,0.471
240-3-D-SAPU,0.745
240-3-D-SAPU,0.49
240-4-B-BENA,0.062
240-4-B-BENA,0.176
240-4-B-BENA,0.1
240-4-B-BENA,0.159
240-4-B-SAPU,0.361
240-4-B-SAPU,0.319
240-4-B-SAPU,0.353
240-4-B-SAPU,0.319
240-4-D-BENA,0.141
240-4-D-BENA,0.176
240-4-D-BENA,0.154
240-4-D-BENA,0.117
240-4-D-SAPU,0.159
240-4-D-SAPU,0.191
240-4-D-SAPU,
240-4-D-SAPU,0.183
255-1-A-BENA,0.106
255-1-A-BENA,0.19
255-1-A-BENA,0.141
255-1-A-BENA,0.093
255-1-B-BENA,0.126
255-1-B-BENA,0.126
255-1-B-BENA,0.2
255-1-B-BENA,0.114
255-1-C-SAGL,0.2
255-1-C-SAGL,0.214
255-1-C-SAGL,0.193
255-1-C-SAGL,0.242
255-1-D-SAGL,0.197
255-1-D-SAGL,0.269
255-1-D-SAGL,0.233
255-1-D-SAGL,0.217
255-2-A-SAPU,0.554
255-2-A-SAPU,0.466
255-2-A-SAPU,0.529
255-2-A-SAPU,0.466
255-2-C-BENA,0.11
255-2-C-BENA,0.094
255-2-C-BENA,0.158
255-2-C-BENA,0.094
255-2-D-BENA,0.097
255-2-D-BENA,0.159
255-2-D-BENA,0.125
255-2-D-BENA,0.154
255-2-D-SAPU,0.172
255-2-D-SAPU,0.144
255-2-D-SAPU,0.172
255-2-D-SAPU,0.199
255-3-A-BENA,0.114
255-3-A-BENA,0.062
255-3-A-BENA,0.118
255-3-A-BENA,0.083
255-3-A-SAPU,0.305
255-3-A-SAPU,0.284
255-3-A-SAPU,0.295
255-3-A-SAPU,0.231
255-3-C-SAPU,0.221
255-3-C-SAPU,0.186
255-3-C-SAPU,0.258
255-3-C-SAPU,0.19
255-3-D-BENA,0.213
255-3-D-BENA,0.174
255-3-D-BENA,0.332
255-3-D-BENA,0.159
255-4-A-SAPU,0.363
255-4-A-SAPU,0.351
255-4-A-SAPU,0.352
255-4-A-SAPU,0.359
255-4-B-BENA,0.107
255-4-B-BENA,0.217
255-4-B-BENA,0.127
255-4-B-BENA,0.197
255-4-D-BENA,0.053
255-4-D-BENA,0.183
255-4-D-BENA,0.078
255-4-D-BENA,0.12
255-4-D-SAPU,0.476
255-4-D-SAPU,0.435
255-4-D-SAPU,0.502
255-4-D-SAPU,0.486
261-1-B-SAPU,0.223
261-1-B-SAPU,0.247
261-1-B-SAPU,0.267
261-1-B-SAPU,0.259
261-1-C-BENA,0.097
261-1-C-BENA,0.075
261-1-C-BENA,0.091
261-1-C-BENA,
261-1-C-SAPU,0.421
261-1-C-SAPU,0.391
261-1-C-SAPU,0.425
261-1-C-SAPU,0.404
261-1-D-BENA,0.194
261-1-D-BENA,0.284
261-1-D-BENA,0.115
261-1-D-BENA,0.162
261-2-B-BENA,0.133
261-2-B-BENA,0.145
261-2-B-BENA,0.11
261-2-B-BENA,0.153
261-2-C-BENA,0.044
261-2-C-BENA,0.044
261-2-C-BENA,0.048
261-2-C-BENA,0.052
261-2-C-SAPU,0.18
261-2-C-SAPU,0.209
261-2-C-SAPU,0.186
261-2-C-SAPU,0.209
261-2-D-SAPU,0.239
261-2-D-SAPU,0.213
261-2-D-SAPU,
261-2-D-SAPU,0.213
261-3-A-BENA,0.1
261-3-A-BENA,0.168
261-3-A-BENA,0.127
261-3-A-BENA,0.131
261-3-A-SAPU,0.124
261-3-A-SAPU,0.172
261-3-A-SAPU,0.142
261-3-A-SAPU,0.13
261-3-D-BENA,0.119
261-3-D-BENA,0.119
261-3-D-BENA,0.15
261-3-D-BENA,
261-3-D-SAPU,0.225
261-3-D-SAPU,0.17
261-3-D-SAPU,0.248
261-3-D-SAPU,0.196
261-4-A-BENA,0.088
261-4-A-BENA,0.083
261-4-A-BENA,0.123
261-4-A-BENA,0.066
261-4-A-SAPU,0.128
261-4-A-SAPU,0.132
261-4-A-SAPU,0.136
261-4-A-SAPU,0.149
261-4-B-BENA,0.101
261-4-B-BENA,0.148
261-4-B-BENA,0.101
261-4-B-BENA,0.119
261-4-B-SAPU,0.556
261-4-B-SAPU,0.435
261-4-B-SAPU,0.448
261-4-B-SAPU,0.469
268-1-B-BENA,0.13
268-1-B-BENA,0.137
268-1-B-BENA,0.225
268-1-B-BENA,0.121
268-1-C-BENA,0.091
268-1-C-BENA,0.105
268-1-C-BENA,0.079
268-1-C-BENA,0.113
268-1-C-SAPU,0.331
268-1-C-SAPU,0.244
268-1-C-SAPU,0.354
268-1-C-SAPU,0.297
268-1-D-SAPU,0.107
268-1-D-SAPU,0.132
268-1-D-SAPU,
268-1-D-SAPU,0.127
268-2-A-BENA,0.127
268-2-A-BENA,0.124
268-2-A-BENA,0.13
268-2-A-BENA,0.112
268-2-A-SAPU,0.242
268-2-A-SAPU,0.25
268-2-A-SAPU,0.237
268-2-A-SAPU,0.242
268-2-B-SAPU,0.139
268-2-B-SAPU,0.149
268-2-B-SAPU,0.153
268-2-B-SAPU,0.132
268-3-B-SAPU,0.187
268-3-B-SAPU,0.212
268-3-B-SAPU,0.216
268-3-B-SAPU,0.2
268-3-C-BENA,0.217
268-3-C-BENA,0.243
268-3-C-BENA,0.256
268-3-C-BENA,0.233
268-3-D-SAPU,0.343
268-3-D-SAPU,0.326
268-3-D-SAPU,0.365
268-3-D-SAPU,0.352
268-4-C-BENA,0.152
268-4-C-BENA,0.106
268-4-C-BENA,0.15
268-4-C-BENA,0.131
268-4-C-SAPU,0.239
268-4-C-SAPU,0.251
268-4-C-SAPU,0.257
268-4-C-SAPU,0.269
268-4-D-BENA,0.134
268-4-D-BENA,0.131
268-4-D-BENA,0.194
268-4-D-BENA,0.14
268-4-D-SAPU,0.27
268-4-D-SAPU,0.304
268-4-D-SAPU,0.236
268-4-D-SAPU,0.265
282-1-B-BENA,0.123
282-1-B-BENA,
282-1-B-BENA,0.113
282-1-B-BENA,0.071
282-1-C-SAPU,0.248
282-1-C-SAPU,0.229
282-1-C-SAPU,0.265
282-1-C-SAPU,0.242
282-1-D-BENA,0.271
282-1-D-BENA,0.221
282-1-D-BENA,0.263
282-1-D-BENA,0.183
282-1-D-SAPU,0.238
282-1-D-SAPU,0.255
282-1-D-SAPU,0.235
282-1-D-SAPU,0.267
282-2-A-BENA,0.108
282-2-A-BENA,0.076
282-2-A-BENA,0.125
282-2-A-BENA,0.088
282-2-B-BENA,0.088
282-2-B-BENA,0.105
282-2-B-BENA,0.131
282-2-B-BENA,0.165
282-2-B-SAPU,0.522
282-2-B-SAPU,0.499
282-2-B-SAPU,0.99
282-2-B-SAPU,0.494
282-2-D-SAPU,0.113
282-2-D-SAPU,0.139
282-2-D-SAPU,0.15
282-2-D-SAPU,0.116
282-3-A-SAPU,0.097
282-3-A-SAPU,0.123
282-3-A-SAPU,0.127
282-3-A-SAPU,0.11
282-3-B-BENA,0.156
282-3-B-BENA,0.278
282-3-B-BENA,0.13
282-3-B-BENA,0.18
282-3-D-BENA,0.192
282-3-D-BENA,0.105
282-3-D-BENA,0.217
282-3-D-BENA,0.168
282-3-D-SAPU,0.303
282-3-D-SAPU,
282-3-D-SAPU,0.347
282-3-D-SAPU,0.308
282-4-A-BENA,0.115
282-4-A-BENA,0.143
282-4-A-BENA,0.143
282-4-A-BENA,0.117
282-4-C-BENA,0.144
282-4-C-BENA,0.166
282-4-C-BENA,0.138
282-4-C-BENA,0.098
282-4-C-SAPU,0.176
282-4-C-SAPU,0.257
282-4-C-SAPU,0.216
282-4-C-SAPU,0.258
282-4-D-SAPU,0.377
282-4-D-SAPU,0.293
282-4-D-SAPU,0.429
282-4-D-SAPU,0.336